Street,Event,Datetime
Western Ave,Trip,2012-07-20 21:25:32
Harvard Way,Trip,2012-07-20 21:25:32
N Harvard St,Trip,2012-07-20 21:25:32
N Beacon St,Trip,2012-07-20 21:28:57
Nonantum Rd,Trip,2012-07-20 21:28:57
Soldiers Field Rd,Trip,2012-07-20 21:28:57
Leo M Birmingham Pky,Trip,2012-07-20 21:28:57
Waverly St,Trip,2012-07-20 21:28:57
Western Ave,Trip,2012-07-20 21:28:57
Cambridge St,Trip,2012-07-20 21:28:57
Boston University Brg,Trip,2012-07-20 21:28:57
Storrow Dr,Trip,2012-07-20 21:28:57
Bay State Rd,Trip,2012-07-20 21:28:57
Deerfield St,Trip,2012-07-20 21:28:57
Raleigh St,Trip,2012-07-20 21:28:57
Massachusetts Ave,Trip,2012-07-20 21:28:57
Hereford St,Trip,2012-07-20 21:28:57
Beacon St,Trip,2012-07-20 21:28:57
Commonwealth Ave,Trip,2012-07-23 10:24:07
Bay State Rd,Trip,2012-07-23 10:24:07
Raleigh St,Trip,2012-07-23 10:24:07
Storrow Dr,Trip,2012-07-23 10:24:07
Massachusetts Ave,Trip,2012-07-23 10:24:07
Hereford St,Trip,2012-07-23 10:24:07
Beacon St,Trip,2012-07-23 10:24:07
Mt Vernon St,Trip,2012-07-23 10:24:07
Pinckney St,Trip,2012-07-23 10:24:07
David G Mugar Way,Trip,2012-07-23 10:24:07
Charles St,Trip,2012-07-23 10:24:07
Park St,Trip,2012-07-27 04:31:10
Harvard St,Trip,2012-07-27 04:31:10
Causeway St,Trip,2012-07-27 04:31:10
Staniford St,Trip,2012-07-27 04:31:10
William Cardinal Oconnell Way,Trip,2012-07-27 04:31:10
Blossom St,Trip,2012-07-27 04:31:10
Emerson Pl,Trip,2012-07-27 04:31:10
Lincoln St,Trip,2012-07-28 07:03:16
South St,Trip,2012-07-28 07:03:16
Kneeland St,Trip,2012-07-28 07:03:16
Washington St,Trip,2012-07-28 07:03:16
Stuart St,Trip,2012-07-28 07:03:16
Warrenton St,Trip,2012-07-28 07:03:16
Charles St S,Trip,2012-07-28 07:03:16
Park Plz,Trip,2012-07-28 07:03:16
Columbus Ave,Trip,2012-07-28 07:03:16
St Cyprians Pl,Trip,2012-07-28 07:03:16
Tremont St,Trip,2012-07-28 07:03:16
Ruggles St,Trip,2012-07-28 07:03:16
Schroeder Plz,Trip,2012-07-28 07:03:16
Prentiss St,Trip,2012-07-28 07:03:16
Station St,Trip,2012-07-28 07:03:16
Elmwood St,Trip,2012-07-28 07:03:16
Terrace St,Trip,2012-07-28 07:03:16
Terrace Pl,Trip,2012-07-28 07:03:16
New Heath St,Trip,2012-07-28 07:03:16
Centre St,Trip,2012-07-28 07:03:16
Day St,Trip,2012-07-28 07:03:16
Perkins St,Trip,2012-07-28 07:03:16
Pondview Ave,Trip,2012-07-28 07:03:16
Jamaicaway,Trip,2012-07-28 07:03:16
Rossmore Rd,Trip,2012-07-28 14:19:28
Washington St,Trip,2012-07-28 14:19:28
McBride St,Trip,2012-07-28 14:19:28
Call St,Trip,2012-07-28 14:19:28
Boynton St,Trip,2012-07-28 14:19:28
Hall St,Trip,2012-07-28 14:19:28
Rosemary St,Trip,2012-07-28 14:19:28
Anson St,Trip,2012-07-28 14:19:28
St Mark St,Trip,2012-07-28 14:19:28
South St,Trip,2012-07-28 14:19:28
Chocorua St,Trip,2012-07-28 14:19:28
Bussey St,Trip,2012-07-28 14:19:28
Walter St,Trip,2012-07-28 14:19:28
Centre St,Trip,2012-07-28 14:19:28
Brownson Ter,Trip,2012-07-28 14:19:28
Allandale St,Trip,2012-07-28 14:19:28
Elwell Rd,Trip,2012-07-28 14:19:28
Hammond St,Trip,2012-08-03 11:05:21
Shawmut Ave,Trip,2012-08-03 11:05:21
Washington St,Trip,2012-08-03 11:05:21
Kneeland St,Trip,2012-08-03 11:05:21
Essex St,Trip,2012-08-03 11:05:21
Chauncy St,Trip,2012-08-03 11:05:21
Kingston St,Trip,2012-08-03 11:05:21
Lincoln St,Trip,2012-08-03 11:05:21
South St,Trip,2012-08-03 11:05:21
Atlantic Ave,Trip,2012-08-03 11:05:21
Summer St,Trip,2012-08-03 11:05:21
Congress St,Trip,2012-08-03 11:05:21
Elkins St,Trip,2012-08-03 11:05:21
E 1st St,Trip,2012-08-03 11:05:21
O St,Trip,2012-08-03 11:05:21
City Point Ct,Trip,2012-08-03 11:05:21
Farragut Rd,Trip,2012-08-03 11:05:21
Conley Marine Terminal,Trip,2012-08-03 11:05:21
Shore Rd,Trip,2012-08-03 11:05:21
Day Blvd,Trip,2012-08-03 11:05:21
William J Day Blvd,Trip,2012-08-03 11:05:21
E 6th St,Trip,2012-08-03 11:05:21
P St,Trip,2012-08-03 11:05:21
Columbia Rd,Trip,2012-08-03 11:05:21
Marine Rd,Trip,2012-08-03 11:05:21
Commonwealth Ave,Trip,2012-08-08 23:05:58
Brighton Ave,Trip,2012-08-08 23:05:58
Cambridge St,Trip,2012-08-08 23:05:58
Allston St,Trip,2012-08-08 23:05:58
Harvard Ave,Trip,2012-08-08 23:05:58
Fenwood Rd,Trip,2012-08-09 00:07:55
Francis St,Trip,2012-08-09 00:07:55
Longwood Ave,Trip,2012-08-09 00:07:55
Riverway,Trip,2012-08-09 00:07:55
Commonwealth Ave,Trip,2012-08-09 00:07:55
Bay State Rd,Trip,2012-08-09 00:07:55
Storrow Dr,Trip,2012-08-09 00:07:55
Boston University Brg,Trip,2012-08-09 00:07:55
Soldiers Field Rd,Trip,2012-08-09 00:07:55
Cambridge St,Trip,2012-08-09 00:07:55
Harvard Way,Trip,2012-08-09 00:07:55
N Harvard St,Trip,2012-08-09 00:07:55
Eliot Brg,Trip,2012-08-09 00:07:55
N Beacon St,Trip,2012-08-09 00:07:55
Nonantum Rd,Trip,2012-08-09 00:07:55
Commonwealth Ave,Trip,2012-08-11 23:24:02
Harvard Ave,Trip,2012-08-11 23:24:02
Cambridge St,Trip,2012-08-11 23:24:02
Lincoln St,Trip,2012-08-11 23:24:02
Franklin St,Trip,2012-08-11 23:24:02
Western Ave,Trip,2012-08-11 23:24:02
Foster St,Trip,2012-08-24 23:55:30
Rogers Park Ave,Trip,2012-08-24 23:55:30
Kirkwood Rd,Trip,2012-08-24 23:55:30
Chestnut Hill Ave,Trip,2012-08-24 23:55:30
Beacon St,Trip,2012-08-24 23:55:30
Reservoir Rd,Trip,2012-08-24 23:55:30
Perkins St,Trip,2012-08-24 23:55:30
Prince St,Trip,2012-08-24 23:55:30
Arborway,Trip,2012-08-24 23:55:30
Pond St,Trip,2012-08-24 23:55:30
May St,Trip,2012-08-24 23:55:30
Centre St,Trip,2012-08-24 23:55:30
Louders Ln,Trip,2012-08-24 23:55:30
Allandale St,Trip,2012-08-24 23:55:30
Elwell Rd,Trip,2012-08-24 23:55:30
Independence Dr,Trip,2012-08-24 23:55:30
VFW Pky,Trip,2012-08-24 23:55:30
Farmington Rd,Trip,2012-08-24 23:55:30
Lagrange St,Trip,2012-08-24 23:55:30
Baker St,Trip,2012-08-24 23:55:30
Capital St,Trip,2012-08-24 23:55:30
Spring St,Trip,2012-08-24 23:55:30
Chesnut Hill Drwy,Trip,2012-08-24 23:55:30
St Thomas More Rd,Trip,2012-08-24 23:55:30
Commonwealth Ave,Trip,2012-08-24 23:55:30
Lake St,Trip,2012-08-24 23:55:30
Washington St,Trip,2012-08-24 23:55:30
Deerfield St,Trip,2012-08-28 20:48:49
Raleigh St,Trip,2012-08-28 20:48:49
Storrow Dr,Trip,2012-08-28 20:48:49
Beacon St,Trip,2012-08-28 20:48:49
Boylston St,Trip,2012-08-28 20:48:49
Western Ave,Trip,2012-09-02 18:42:16
Soldiers Field Rd,Trip,2012-09-02 18:42:16
Cambridge St,Trip,2012-09-02 18:42:16
Boston University Brg,Trip,2012-09-02 18:42:16
Storrow Dr,Trip,2012-09-02 18:42:16
Bay State Rd,Trip,2012-09-02 18:42:16
Deerfield St,Trip,2012-09-02 18:42:16
Raleigh St,Trip,2012-09-02 18:42:16
Massachusetts Ave,Trip,2012-09-02 18:42:16
Hereford St,Trip,2012-09-02 18:42:16
Beacon St,Trip,2012-09-02 18:42:16
Mt Vernon St,Trip,2012-09-02 18:42:16
Pinckney St,Trip,2012-09-02 18:42:16
David G Mugar Way,Trip,2012-09-02 18:42:16
RT 3,Trip,2012-09-02 18:42:16
RT 28,Trip,2012-09-02 18:42:16
Charles St,Trip,2012-09-02 18:42:16
Leverett Cir,Trip,2012-09-02 18:42:16
Nashua St,Trip,2012-09-02 18:42:16
Charles River Sq,Trip,2012-09-02 18:42:16
Revere St,Trip,2012-09-02 18:42:16
Brimmer St,Trip,2012-09-02 18:42:16
Chestnut Hill Ave,Trip,2012-09-04 10:06:58
Commonwealth Ave,Trip,2012-09-04 10:06:58
South St,Trip,2012-09-04 10:06:58
Kirkwood Rd,Trip,2012-09-04 10:06:58
Radnor Rd,Trip,2012-09-04 10:06:58
Foster St,Trip,2012-09-04 10:06:58
Rogers Park Ave,Trip,2012-09-04 10:06:58
Willoughby St,Trip,2012-09-04 10:06:58
Lake St,Trip,2012-09-04 10:06:58
Washington St,Trip,2012-09-04 10:06:58
Tremont St,Trip,2012-09-04 10:06:58
Parker St,Trip,2012-09-10 16:50:30
New Heath St,Trip,2012-09-10 16:50:30
Wensley St,Trip,2012-09-10 16:50:30
Heath St,Trip,2012-09-10 16:50:30
Terrace St,Trip,2012-09-10 16:50:30
Columbus Ave,Trip,2012-09-10 16:50:30
Mindoro St,Trip,2012-09-10 16:50:30
Tremont St,Trip,2012-09-10 16:50:30
Ruggles St,Trip,2012-09-10 16:50:30
St Cyprians Pl,Trip,2012-09-10 16:50:30
Columbus Sq,Trip,2012-09-10 16:50:30
Warren Ave,Trip,2012-09-10 16:50:30
Washington St,Trip,2012-09-10 16:50:30
Kneeland St,Trip,2012-09-10 16:50:30
Lincoln St,Trip,2012-09-10 16:50:30
Summer St,Trip,2012-09-10 16:50:30
High St,Trip,2012-09-10 16:50:30
Congress St,Trip,2012-09-10 16:50:30
Eliot Brg,Trip,2012-09-14 15:45:28
Soldiers Field Rd,Trip,2012-09-14 15:45:28
N Harvard St,Trip,2012-09-14 15:45:28
Harvard Way,Trip,2012-09-14 15:45:28
Western Ave,Trip,2012-09-14 15:45:28
Cambridge St,Trip,2012-09-14 15:45:28
Washington St,Trip,2012-09-17 20:18:05
State St,Trip,2012-09-17 20:18:05
Boston Pl,Trip,2012-09-17 20:18:05
Court St,Trip,2012-09-17 20:18:05
Center Plz,Trip,2012-09-17 20:18:05
New Sudbury St,Trip,2012-09-17 20:18:05
Cambridge St,Trip,2012-09-17 20:18:05
Temple St,Trip,2012-09-17 20:18:05
Hancock St,Trip,2012-09-17 20:18:05
Blossom St,Trip,2012-09-17 20:18:05
Anderson Pl,Trip,2012-09-17 20:18:05
Anderson St,Trip,2012-09-17 20:18:05
Strong Pl,Trip,2012-09-17 20:18:05
Grove St,Trip,2012-09-17 20:18:05
Lindall Pl,Trip,2012-09-17 20:18:05
Charles St,Trip,2012-09-17 20:18:05
Storrow Dr,Trip,2012-09-17 20:18:05
RT 28,Trip,2012-09-17 20:18:05
David G Mugar Way,Trip,2012-09-17 20:18:05
Charles River Sq,Trip,2012-09-17 20:18:05
Revere St,Trip,2012-09-17 20:18:05
Pinckney St,Trip,2012-09-17 20:18:05
Brimmer St,Trip,2012-09-17 20:18:05
Mt Vernon St,Trip,2012-09-17 20:18:05
Otis Pl,Trip,2012-09-17 20:18:05
Chestnut St,Trip,2012-09-17 20:18:05
Beaver Pl,Trip,2012-09-17 20:18:05
Beacon St,Trip,2012-09-17 20:18:05
Massachusetts Ave,Trip,2012-09-17 20:18:05
Bay State Rd,Trip,2012-09-17 20:18:05
Raleigh St,Trip,2012-09-17 20:18:05
Deerfield St,Trip,2012-09-17 20:18:05
University Rd,Trip,2012-09-17 20:18:05
Soldiers Field Rd,Trip,2012-09-17 20:18:05
Nonantum Rd,Trip,2012-09-24 21:21:17
N Beacon St,Trip,2012-09-24 21:21:17
Western Ave,Trip,2012-09-24 21:21:17
Leo M Birmingham Pky,Trip,2012-09-24 21:21:17
Soldiers Field Rd,Trip,2012-09-24 21:21:17
Lincoln St,Trip,2012-09-26 11:29:35
Empire St,Trip,2012-09-26 11:29:35
Cambridge St,Trip,2012-09-26 11:29:35
Soldiers Field Rd,Trip,2012-09-26 11:29:35
Western Ave,Trip,2012-09-26 11:29:35
N Harvard St,Trip,2012-09-26 11:29:35
Hooker St,Trip,2012-09-26 11:29:35
Holman St,Trip,2012-09-26 11:29:35
Royal St,Trip,2012-09-26 11:29:35
Brooks St,Trip,2012-09-27 11:57:56
Falkland St,Trip,2012-09-27 11:57:56
Faneuil St,Trip,2012-09-27 11:57:56
Parsons St,Trip,2012-09-27 11:57:56
Market St,Trip,2012-09-27 11:57:56
N Beacon St,Trip,2012-09-27 11:57:56
Cambridge St,Trip,2012-09-27 11:57:56
Brighton Ave,Trip,2012-09-27 11:57:56
Commonwealth Ave,Trip,2012-09-27 11:57:56
Beacon St,Trip,2012-09-27 11:57:56
Arlington St,Trip,2012-09-27 11:57:56
Boylston St,Trip,2012-09-27 11:57:56
Kingston St,Trip,2012-09-27 11:57:56
Lincoln St,Trip,2012-09-27 11:57:56
South St,Trip,2012-09-27 11:57:56
Atlantic Ave,Trip,2012-09-27 11:57:56
Summer St,Trip,2012-09-27 11:57:56
Melcher St,Trip,2012-09-27 11:57:56
A St,Trip,2012-09-27 11:57:56
Channel Center St,Trip,2012-09-27 11:57:56
Sobin Park,Trip,2012-09-27 11:57:56
Massachusetts Ave,Trip,2012-10-04 20:57:36
Westland Ave,Trip,2012-10-04 20:57:36
Boylston St,Trip,2012-10-04 20:57:36
Newbury St,Trip,2012-10-04 20:57:36
Commonwealth Ave,Trip,2012-10-04 20:57:36
Marlborough St,Trip,2012-10-04 20:57:36
Beacon St,Trip,2012-10-04 20:57:36
Storrow Dr,Trip,2012-10-04 20:57:36
Raleigh St,Trip,2012-10-04 20:57:36
Bay State Rd,Trip,2012-10-04 20:57:36
Deerfield St,Trip,2012-10-04 20:57:36
Boston University Brg,Trip,2012-10-04 20:57:36
Soldiers Field Rd,Trip,2012-10-04 20:57:36
Cambridge St,Trip,2012-10-04 20:57:36
Western Ave,Trip,2012-10-04 20:57:36
N Harvard St,Trip,2012-10-04 20:57:36
Beacon St,Trip,2012-11-20 19:54:56
Commonwealth Ave,Trip,2012-11-20 19:54:56
Cummington St,Trip,2012-11-20 19:54:56
Chestnut Hill Ave,Trip,2012-11-20 19:54:56
Science Park,Trip,2012-12-03 23:03:09
Leverett Cir,Trip,2012-12-03 23:03:09
Nashua St,Trip,2012-12-03 23:03:09
Martha Rd,Trip,2012-12-03 23:03:09
Whittier Pl,Trip,2012-12-03 23:03:09
Lomasney Way,Trip,2012-12-03 23:03:09
Causeway St,Trip,2012-12-03 23:03:09
Merrimac St,Trip,2012-12-03 23:03:09
Portland St,Trip,2012-12-03 23:03:09
Friend St,Trip,2012-12-03 23:03:09
Congress St,Trip,2012-12-03 23:03:09
Sudbury St,Trip,2012-12-03 23:03:09
Hanover St,Trip,2012-12-03 23:03:09
Union St,Trip,2012-12-03 23:03:09
City Hall Plz,Trip,2012-12-03 23:03:09
State St,Trip,2012-12-03 23:03:09
Post Office Sq,Trip,2012-12-03 23:03:09
Federal St,Trip,2012-12-03 23:03:09
Purchase St,Trip,2012-12-03 23:03:09
Atlantic Ave,Trip,2012-12-03 23:03:09
Dorchester Ave,Trip,2012-12-03 23:03:09
Farnsworth St,Trip,2012-12-03 23:03:09
N Harvard St,Trip,2012-12-16 19:46:33
Western Ave,Trip,2012-12-16 19:46:33
Franklin St,Trip,2012-12-16 19:46:33
Fern St,Trip,2012-12-16 19:46:33
Lincoln St,Trip,2012-12-16 19:46:33
Cambridge St,Trip,2012-12-16 19:46:33
Harvard Ave,Trip,2012-12-16 19:46:33
Brighton Ave,Trip,2012-12-16 19:46:33
Glenville Ave,Trip,2012-12-16 19:46:33
Long Ave,Trip,2012-12-16 19:46:33
Commonwealth Ave,Trip,2012-12-16 19:46:33
Allston St,Trip,2012-12-16 19:46:33
Boulevard Ter,Trip,2012-12-16 19:46:33
Vinal St,Trip,2012-12-16 19:46:33
Summit Ave,Trip,2012-12-16 19:46:33
Washington St,Trip,2012-12-16 19:46:33
Egremont Rd,Trip,2012-12-16 19:46:33
Mount Hood Rd,Trip,2012-12-16 19:46:33
Longfellow Brg,Trip,2013-01-08 12:44:30
RT 3,Trip,2013-01-08 12:44:30
Cambridge St,Trip,2013-01-08 12:44:30
David G Mugar Way,Trip,2013-01-08 12:44:30
Charles St,Trip,2013-01-08 12:44:30
W Cedar St,Trip,2013-01-08 12:44:30
Temple St,Trip,2013-01-08 12:44:30
Center Plz,Trip,2013-01-08 12:44:30
Tremont St,Trip,2013-01-08 12:44:30
School St,Trip,2013-01-08 12:44:30
Washington St,Trip,2013-01-08 12:44:30
Water St,Trip,2013-01-08 12:44:30
Devonshire St,Trip,2013-01-08 12:44:30
Congress St,Trip,2013-01-08 12:44:30
Post Office Sq,Trip,2013-01-08 12:44:30
Federal St,Trip,2013-01-08 12:44:30
Franklin St,Trip,2013-01-08 12:44:30
High St,Trip,2013-01-08 12:44:30
Atlantic Ave,Trip,2013-01-08 12:44:30
Dorchester Ave,Trip,2013-01-08 12:44:30
Summer St,Trip,2013-01-08 12:44:30
Brainerd Rd,Trip,2013-03-14 08:40:56
Harvard Ave,Trip,2013-03-14 08:40:56
Commonwealth Ave,Trip,2013-03-14 08:40:56
Beacon St,Trip,2013-03-14 08:40:56
Dartmouth St,Trip,2013-03-14 08:40:56
Arlington St,Trip,2013-03-14 08:40:56
Boylston St,Trip,2013-03-14 08:40:56
Charles St,Trip,2013-03-14 08:40:56
Walnut St,Trip,2013-03-14 08:40:56
Pemberton Sq,Trip,2013-03-14 08:40:56
Somerset St,Trip,2013-03-14 08:40:56
Center Plz,Trip,2013-03-14 08:40:56
Cambridge St,Trip,2013-03-14 08:40:56
Tremont St,Trip,2013-03-14 08:40:56
Washington St,Trip,2013-03-20 14:26:51
Commonwealth Ave,Trip,2013-03-20 14:26:51
Boulevard Ter,Trip,2013-03-20 14:26:51
Beacon St,Trip,2013-03-20 14:26:51
Massachusetts Ave,Trip,2013-03-20 14:26:51
Marlborough St,Trip,2013-03-20 14:26:51
Storrow Dr,Trip,2013-03-20 14:26:51
Raleigh St,Trip,2013-03-20 14:26:51
Bay State Rd,Trip,2013-03-20 14:26:51
Deerfield St,Trip,2013-03-20 14:26:51
Boston University Brg,Trip,2013-03-20 14:26:51
Soldiers Field Rd,Trip,2013-03-20 14:26:51
Cambridge St,Trip,2013-03-20 14:26:51
Western Ave,Trip,2013-03-20 14:26:51
Harvard Way,Trip,2013-03-20 14:26:51
N Harvard St,Trip,2013-03-20 14:26:51
Eliot Brg,Trip,2013-03-20 14:26:51
Washington St,Trip,2013-04-07 20:38:29
Cambridge St,Trip,2013-04-07 20:38:29
N Beacon St,Trip,2013-04-08 08:54:57
Soldiers Field Rd,Trip,2013-04-08 08:54:57
Soldiers Field Pl,Trip,2013-04-08 08:54:57
Western Ave,Trip,2013-04-08 08:54:57
Leo M Birmingham Pky,Trip,2013-04-08 08:54:57
B St,Trip,2013-04-10 16:49:41
Congress St,Trip,2013-04-10 16:49:41
Dorchester Ave,Trip,2013-04-10 16:49:41
Atlantic Ave,Trip,2013-04-10 16:49:41
Purchase St,Trip,2013-04-10 16:49:41
Pearl St,Trip,2013-04-10 16:49:41
High St,Trip,2013-04-10 16:49:41
Franklin St,Trip,2013-04-10 16:49:41
Milk St,Trip,2013-04-10 16:49:41
Post Office Sq,Trip,2013-04-10 16:49:41
State St,Trip,2013-04-10 16:49:41
Boston Pl,Trip,2013-04-10 16:49:41
Court St,Trip,2013-04-10 16:49:41
Tremont St,Trip,2013-04-10 16:49:41
Beacon St,Trip,2013-04-10 16:49:41
Pemberton Sq,Trip,2013-04-10 16:49:41
Somerset St,Trip,2013-04-10 16:49:41
Ashburton Pl,Trip,2013-04-10 16:49:41
Massachusetts Ave,Trip,2013-04-15 19:47:39
Beacon St,Trip,2013-04-15 19:47:39
Storrow Dr,Trip,2013-04-15 19:47:39
Bay State Rd,Trip,2013-04-15 19:47:39
Raleigh St,Trip,2013-04-15 19:47:39
Deerfield St,Trip,2013-04-15 19:47:39
Boston University Brg,Trip,2013-04-15 19:47:39
Soldiers Field Rd,Trip,2013-04-15 19:47:39
Cambridge St,Trip,2013-04-15 19:47:39
W 1st St,Trip,2013-04-16 09:28:43
Pappas Way,Trip,2013-04-16 09:28:43
Summer St,Trip,2013-04-16 09:28:43
Drydock Ave,Trip,2013-04-16 09:28:43
E 1st St,Trip,2013-04-16 09:52:33
I St,Trip,2013-04-16 09:52:33
K St,Trip,2013-04-16 09:52:33
O St,Trip,2013-04-16 09:52:33
City Point Ct,Trip,2013-04-16 09:52:33
Farragut Rd,Trip,2013-04-16 09:52:33
Conley Marine Terminal,Trip,2013-04-16 09:52:33
Shore Rd,Trip,2013-04-16 09:52:33
Day Blvd,Trip,2013-04-16 09:52:33
William J Day Blvd,Trip,2013-04-16 09:52:33
E 6th St,Trip,2013-04-16 09:52:33
P St,Trip,2013-04-16 09:52:33
Columbia Rd,Trip,2013-04-16 09:52:33
E 7th St,Trip,2013-04-16 09:52:33
Marine Rd,Trip,2013-04-16 09:52:33
Old Harbor St,Trip,2013-04-16 09:52:33
E 8th St,Trip,2013-04-16 09:52:33
Mercer St,Trip,2013-04-16 09:52:33
Old Colony Ave,Trip,2013-04-16 09:52:33
Dorchester St,Trip,2013-04-16 09:52:33
Damrell St,Trip,2013-04-16 09:52:33
Dorchester Ave,Trip,2013-04-16 09:52:33
W 6th St,Trip,2013-04-16 09:52:33
A St,Trip,2013-04-16 09:52:33
W 4th St,Trip,2013-04-16 09:52:33
Silver St,Trip,2013-04-16 09:52:33
W Broadway,Trip,2013-04-16 09:52:33
Athens St,Trip,2013-04-16 09:52:33
W 2nd St,Trip,2013-04-16 09:52:33
W 3rd St,Trip,2013-04-16 09:52:33
B St,Trip,2013-04-16 09:52:33
D St,Trip,2013-04-16 09:52:33
W 1st St,Trip,2013-04-16 09:52:33
E 2nd St,Trip,2013-04-16 09:52:33
E 2nd St,Trip,2013-04-16 10:20:49
W 1st St,Trip,2013-04-16 10:20:49
D St,Trip,2013-04-16 10:20:49
W 2nd St,Trip,2013-04-16 10:20:49
W 3rd St,Trip,2013-04-16 10:20:49
Athens St,Trip,2013-04-16 10:20:49
Dorchester Ave,Trip,2013-04-16 10:20:49
W Broadway,Trip,2013-04-16 10:20:49
Silver St,Trip,2013-04-16 10:20:49
W 4th St,Trip,2013-04-16 10:20:49
E Berkeley St,Trip,2013-04-16 10:20:49
Harrison Ave,Trip,2013-04-16 10:20:49
Washington St,Trip,2013-04-16 10:20:49
Castle Ct,Trip,2013-04-16 10:20:49
Dwight St,Trip,2013-04-16 10:20:49
Tremont St,Trip,2013-04-16 10:20:49
Warren Ave,Trip,2013-04-16 10:20:49
Berkeley St,Trip,2013-04-16 10:20:49
Stuart St,Trip,2013-04-16 10:20:49
Boylston St,Trip,2013-04-16 10:20:49
Newbury St,Trip,2013-04-16 10:20:49
Clarendon St,Trip,2013-04-16 10:20:49
Dartmouth St,Trip,2013-04-16 10:20:49
Exeter St,Trip,2013-04-16 10:20:49
Fairfield St,Trip,2013-04-16 10:20:49
Hereford St,Trip,2013-04-16 10:20:49
Massachusetts Ave,Trip,2013-04-16 10:20:49
Fenway,Trip,2013-04-16 10:20:49
Charlesgate E,Trip,2013-04-16 10:20:49
Park Dr,Trip,2013-04-16 10:20:49
Park Dr,Trip,2013-04-16 10:33:41
Boylston St,Trip,2013-04-16 10:33:41
Riverway,Trip,2013-04-16 10:33:41
Fenway,Trip,2013-04-16 10:33:41
Evans Way,Trip,2013-04-16 10:33:41
Massachusetts Ave,Trip,2013-04-16 10:33:41
Berkeley St,Trip,2013-04-16 10:33:41
Newbury St,Trip,2013-04-16 10:33:41
Commonwealth Ave,Trip,2013-04-16 10:33:41
Beacon St,Trip,2013-04-16 10:33:41
Charlesgate E,Trip,2013-04-16 10:33:41
Charlesgate W,Trip,2013-04-16 10:33:41
Bay State Rd,Trip,2013-04-16 10:33:41
Cummington St,Trip,2013-04-16 10:33:41
Miner St,Trip,2013-04-16 10:33:41
Burlington Ave,Trip,2013-04-16 10:33:41
Brookline Ave,Trip,2013-04-16 10:33:41
Kilmarnock St,Trip,2013-04-16 10:33:41
Peterborough St,Trip,2013-04-16 10:33:41
Queensberry St,Trip,2013-04-16 10:33:41
Jersey St,Trip,2013-04-16 10:33:41
E 1st St,Trip,2013-04-16 10:55:42
W 1st St,Trip,2013-04-16 10:55:42
Pappas Way,Trip,2013-04-16 10:55:42
Summer St,Trip,2013-04-16 10:55:42
Drydock Ave,Trip,2013-04-16 10:55:42
Harbor St,Trip,2013-04-16 10:55:42
Northern Ave,Trip,2013-04-16 10:55:42
Seaport Blvd,Trip,2013-04-16 10:55:42
Thomson Pl,Trip,2013-04-16 10:55:42
Farnsworth St,Trip,2013-04-16 10:55:42
Sleeper St,Trip,2013-04-16 10:55:42
Atlantic Ave,Trip,2013-04-16 10:55:42
High St,Trip,2013-04-16 10:55:42
E India Row,Trip,2013-04-16 10:55:42
Milk St,Trip,2013-04-16 10:55:42
State St,Trip,2013-04-16 10:55:42
Commercial St,Trip,2013-04-16 10:55:42
Causeway St,Trip,2013-04-16 10:55:42
N Washington St,Trip,2013-04-16 10:55:42
Lomasney Way,Trip,2013-04-16 10:55:42
Nashua St,Trip,2013-04-16 10:55:42
Leverett Cir,Trip,2013-04-16 10:55:42
Charles St,Trip,2013-04-16 10:55:42
Storrow Dr,Trip,2013-04-16 10:55:42
RT 28,Trip,2013-04-16 10:55:42
Cambridge St,Trip,2013-04-16 10:55:42
RT 3,Trip,2013-04-16 10:55:42
David G Mugar Way,Trip,2013-04-16 10:55:42
Charles River Sq,Trip,2013-04-16 10:55:42
Revere St,Trip,2013-04-16 10:55:42
Pinckney St,Trip,2013-04-16 10:55:42
Brimmer St,Trip,2013-04-16 10:55:42
Mt Vernon St,Trip,2013-04-16 10:55:42
Otis Pl,Trip,2013-04-16 10:55:42
Chestnut St,Trip,2013-04-16 10:55:42
Terrace St,Trip,2013-04-22 10:38:20
Terrace Pl,Trip,2013-04-22 10:38:20
Columbus Ave,Trip,2013-04-22 10:38:20
Elmwood St,Trip,2013-04-22 10:38:20
Station St,Trip,2013-04-22 10:38:20
Mindoro St,Trip,2013-04-22 10:38:20
Prentiss St,Trip,2013-04-22 10:38:20
Schroeder Plz,Trip,2013-04-22 10:38:20
Tremont St,Trip,2013-04-22 10:38:20
Ruggles St,Trip,2013-04-22 10:38:20
St Cyprians Pl,Trip,2013-04-22 10:38:20
Massachusetts Ave,Trip,2013-04-22 10:38:20
Columbus Sq,Trip,2013-04-22 10:38:20
Dartmouth St,Trip,2013-04-22 10:38:20
Clarendon St,Trip,2013-04-22 10:38:20
Cazenove St,Trip,2013-04-22 10:38:20
Berkeley St,Trip,2013-04-22 10:38:20
Stuart St,Trip,2013-04-22 10:38:20
Warrenton St,Trip,2013-04-22 10:38:20
Kneeland St,Trip,2013-04-22 10:38:20
Washington St,Trip,2013-04-22 10:38:20
Avery St,Trip,2013-04-22 10:38:20
Milk St,Trip,2013-04-22 10:38:20
Federal St,Trip,2013-04-22 10:38:20
Congress St,Trip,2013-04-22 10:38:20
Liberty Sq,Trip,2013-04-22 10:38:20
Batterymarch St,Trip,2013-04-22 10:38:20
Franklin St,Trip,2013-04-22 10:38:20
High St,Trip,2013-04-22 10:38:20
Purchase St,Trip,2013-04-22 10:38:20
